===== [2026年 08月 27日 星期四 15:17:14 CST] baseline 开始 =====
[2026-08-27 15:17:21,269][numexpr.utils][INFO] - Note: NumExpr detected 48 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 16.
[2026-08-27 15:17:21,269][numexpr.utils][INFO] - NumExpr defaulting to 16 threads.
[transformers] `torch_dtype` is deprecated! Use `dtype` instead!
Loading weights:   0%|          | 0/617 [00:00<?, ?it/s]Loading weights:  38%|███▊      | 233/617 [00:00<00:00, 2328.51it/s]Loading weights:  78%|███████▊  | 483/617 [00:00<00:00, 2426.21it/s]Loading weights: 100%|██████████| 617/617 [00:00<00:00, 2587.05it/s]
[2026-08-27 15:17:28,397][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/datasets/lmms-lab-encoder/MMBench/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
[2026-08-27 15:17:28,562][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/api/resolve-cache/datasets/lmms-lab-encoder/MMBench/56ba1af8954932c4804bd3f522e05ed96e63b654/README.md "HTTP/1.1 200 OK"
[2026-08-27 15:17:28,877][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/datasets/lmms-lab-encoder/MMBench/resolve/56ba1af8954932c4804bd3f522e05ed96e63b654/MMBench.py "HTTP/1.1 404 Not Found"
Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
[2026-08-27 15:17:28,878][huggingface_hub.utils._http][WARNING] - Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
[2026-08-27 15:17:29,650][httpx][INFO] - HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/lmms-lab-encoder/MMBench/lmms-lab-encoder/MMBench.py "HTTP/1.1 404 Not Found"
[2026-08-27 15:17:30,990][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/datasets/lmms-lab-encoder/MMBench/revision/56ba1af8954932c4804bd3f522e05ed96e63b654 "HTTP/1.1 200 OK"
[2026-08-27 15:17:31,254][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/datasets/lmms-lab-encoder/MMBench/resolve/56ba1af8954932c4804bd3f522e05ed96e63b654/.huggingface.yaml "HTTP/1.1 404 Not Found"
[2026-08-27 15:17:32,515][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/datasets/lmms-lab-encoder/MMBench/tree/56ba1af8954932c4804bd3f522e05ed96e63b654/cc?recursive=true&expand=false "HTTP/1.1 200 OK"
[2026-08-27 15:17:32,931][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/datasets/lmms-lab-encoder/MMBench/tree/56ba1af8954932c4804bd3f522e05ed96e63b654?recursive=false&expand=false "HTTP/1.1 200 OK"
[2026-08-27 15:17:33,502][httpx][INFO] - HTTP Request: HEAD https://hf-mirror.com/datasets/lmms-lab-encoder/MMBench/resolve/56ba1af8954932c4804bd3f522e05ed96e63b654/dataset_infos.json "HTTP/1.1 404 Not Found"
[2026-08-27 15:17:33,891][httpx][INFO] - HTTP Request: GET https://hf-mirror.com/api/datasets/lmms-lab-encoder/MMBench/tree/56ba1af8954932c4804bd3f522e05ed96e63b654/cn?recursive=true&expand=false "HTTP/1.1 200 OK"
Model: /home/jxy/TTL/Qwen3.5-2B
Strategy: none (online.enabled=False), backend=hf, enable_thinking=False
Dataset: lmms-lab-encoder/MMBench cn dev, n=4329
[2026-08-27 16:01:28,250][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v1 path=outputs/online_tta/online_tta_adapters/tta_v1
[1/4329] acc=1.0000 pred=B gold=B loss=1.7342551946640015 (3.7s/sample)
[2026-08-27 16:01:30,014][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v2 path=outputs/online_tta/online_tta_adapters/tta_v2
[2026-08-27 16:01:31,773][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v3 path=outputs/online_tta/online_tta_adapters/tta_v3
[2026-08-27 16:01:33,592][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v4 path=outputs/online_tta/online_tta_adapters/tta_v4
[2026-08-27 16:01:35,360][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v5 path=outputs/online_tta/online_tta_adapters/tta_v5
[2026-08-27 16:01:37,121][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v6 path=outputs/online_tta/online_tta_adapters/tta_v6
[2026-08-27 16:01:38,752][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v7 path=outputs/online_tta/online_tta_adapters/tta_v7
[2026-08-27 16:01:40,354][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v8 path=outputs/online_tta/online_tta_adapters/tta_v8
[2026-08-27 16:01:42,037][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v9 path=outputs/online_tta/online_tta_adapters/tta_v9
[2026-08-27 16:01:43,624][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v10 path=outputs/online_tta/online_tta_adapters/tta_v10
[2026-08-27 16:01:45,201][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v11 path=outputs/online_tta/online_tta_adapters/tta_v11
[2026-08-27 16:01:46,803][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v12 path=outputs/online_tta/online_tta_adapters/tta_v12
[2026-08-27 16:01:48,322][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v13 path=outputs/online_tta/online_tta_adapters/tta_v13
[2026-08-27 16:01:49,990][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v14 path=outputs/online_tta/online_tta_adapters/tta_v14
[2026-08-27 16:01:51,625][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v15 path=outputs/online_tta/online_tta_adapters/tta_v15
[2026-08-27 16:01:53,484][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v16 path=outputs/online_tta/online_tta_adapters/tta_v16
[2026-08-27 16:01:55,341][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v17 path=outputs/online_tta/online_tta_adapters/tta_v17
[2026-08-27 16:01:56,999][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v18 path=outputs/online_tta/online_tta_adapters/tta_v18
[2026-08-27 16:01:58,789][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v19 path=outputs/online_tta/online_tta_adapters/tta_v19
[2026-08-27 16:02:00,584][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v20 path=outputs/online_tta/online_tta_adapters/tta_v20
[20/4329] acc=0.8000 pred=A gold=A loss=0.8788502216339111 (1.8s/sample)
[2026-08-27 16:02:02,224][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v21 path=outputs/online_tta/online_tta_adapters/tta_v21
[2026-08-27 16:02:03,869][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v22 path=outputs/online_tta/online_tta_adapters/tta_v22
[2026-08-27 16:02:05,529][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v23 path=outputs/online_tta/online_tta_adapters/tta_v23
[2026-08-27 16:02:07,191][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v24 path=outputs/online_tta/online_tta_adapters/tta_v24
[2026-08-27 16:02:08,854][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v25 path=outputs/online_tta/online_tta_adapters/tta_v25
[2026-08-27 16:02:10,518][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v26 path=outputs/online_tta/online_tta_adapters/tta_v26
[2026-08-27 16:02:12,276][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v27 path=outputs/online_tta/online_tta_adapters/tta_v27
[2026-08-27 16:02:13,933][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v28 path=outputs/online_tta/online_tta_adapters/tta_v28
[2026-08-27 16:02:15,739][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v29 path=outputs/online_tta/online_tta_adapters/tta_v29
[2026-08-27 16:02:17,444][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v30 path=outputs/online_tta/online_tta_adapters/tta_v30
[2026-08-27 16:02:19,279][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v31 path=outputs/online_tta/online_tta_adapters/tta_v31
[2026-08-27 16:02:21,063][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v32 path=outputs/online_tta/online_tta_adapters/tta_v32
[2026-08-27 16:02:22,711][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v33 path=outputs/online_tta/online_tta_adapters/tta_v33
[2026-08-27 16:02:24,481][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v34 path=outputs/online_tta/online_tta_adapters/tta_v34
[2026-08-27 16:02:26,188][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v35 path=outputs/online_tta/online_tta_adapters/tta_v35
[2026-08-27 16:02:27,790][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v36 path=outputs/online_tta/online_tta_adapters/tta_v36
[2026-08-27 16:02:29,448][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v37 path=outputs/online_tta/online_tta_adapters/tta_v37
[2026-08-27 16:02:31,262][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v38 path=outputs/online_tta/online_tta_adapters/tta_v38
[2026-08-27 16:02:33,034][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v39 path=outputs/online_tta/online_tta_adapters/tta_v39
[2026-08-27 16:02:34,769][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v40 path=outputs/online_tta/online_tta_adapters/tta_v40
[40/4329] acc=0.7000 pred=A gold=A loss=0.05202733725309372 (1.8s/sample)
[2026-08-27 16:02:36,491][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v41 path=outputs/online_tta/online_tta_adapters/tta_v41
[2026-08-27 16:02:38,323][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v42 path=outputs/online_tta/online_tta_adapters/tta_v42
[2026-08-27 16:02:40,120][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v43 path=outputs/online_tta/online_tta_adapters/tta_v43
[2026-08-27 16:02:41,850][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v44 path=outputs/online_tta/online_tta_adapters/tta_v44
[2026-08-27 16:02:43,626][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v45 path=outputs/online_tta/online_tta_adapters/tta_v45
[2026-08-27 16:02:45,341][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v46 path=outputs/online_tta/online_tta_adapters/tta_v46
[2026-08-27 16:02:47,063][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v47 path=outputs/online_tta/online_tta_adapters/tta_v47
[2026-08-27 16:02:48,807][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v48 path=outputs/online_tta/online_tta_adapters/tta_v48
[2026-08-27 16:02:50,587][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v49 path=outputs/online_tta/online_tta_adapters/tta_v49
[2026-08-27 16:02:52,334][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v50 path=outputs/online_tta/online_tta_adapters/tta_v50
[2026-08-27 16:02:54,145][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v51 path=outputs/online_tta/online_tta_adapters/tta_v51
[2026-08-27 16:02:55,938][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v52 path=outputs/online_tta/online_tta_adapters/tta_v52
[2026-08-27 16:02:57,543][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v53 path=outputs/online_tta/online_tta_adapters/tta_v53
[2026-08-27 16:02:59,203][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v54 path=outputs/online_tta/online_tta_adapters/tta_v54
[2026-08-27 16:03:00,916][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v55 path=outputs/online_tta/online_tta_adapters/tta_v55
[2026-08-27 16:03:02,591][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v56 path=outputs/online_tta/online_tta_adapters/tta_v56
[2026-08-27 16:03:04,251][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v57 path=outputs/online_tta/online_tta_adapters/tta_v57
[2026-08-27 16:03:05,979][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v58 path=outputs/online_tta/online_tta_adapters/tta_v58
[2026-08-27 16:03:07,590][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v59 path=outputs/online_tta/online_tta_adapters/tta_v59
[2026-08-27 16:03:09,199][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v60 path=outputs/online_tta/online_tta_adapters/tta_v60
[60/4329] acc=0.6500 pred=A gold=A loss=0.0449354462325573 (1.7s/sample)
[2026-08-27 16:03:10,796][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v61 path=outputs/online_tta/online_tta_adapters/tta_v61
[2026-08-27 16:03:12,458][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v62 path=outputs/online_tta/online_tta_adapters/tta_v62
[2026-08-27 16:03:14,123][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v63 path=outputs/online_tta/online_tta_adapters/tta_v63
[2026-08-27 16:03:15,798][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v64 path=outputs/online_tta/online_tta_adapters/tta_v64
[2026-08-27 16:03:17,476][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v65 path=outputs/online_tta/online_tta_adapters/tta_v65
[2026-08-27 16:03:19,100][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v66 path=outputs/online_tta/online_tta_adapters/tta_v66
[2026-08-27 16:03:20,762][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v67 path=outputs/online_tta/online_tta_adapters/tta_v67
[2026-08-27 16:03:22,408][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v68 path=outputs/online_tta/online_tta_adapters/tta_v68
[2026-08-27 16:03:24,085][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v69 path=outputs/online_tta/online_tta_adapters/tta_v69
[2026-08-27 16:03:25,690][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v70 path=outputs/online_tta/online_tta_adapters/tta_v70
[2026-08-27 16:03:27,404][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v71 path=outputs/online_tta/online_tta_adapters/tta_v71
[2026-08-27 16:03:29,078][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v72 path=outputs/online_tta/online_tta_adapters/tta_v72
[2026-08-27 16:03:30,690][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v73 path=outputs/online_tta/online_tta_adapters/tta_v73
[2026-08-27 16:03:32,321][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v74 path=outputs/online_tta/online_tta_adapters/tta_v74
[2026-08-27 16:03:33,921][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v75 path=outputs/online_tta/online_tta_adapters/tta_v75
[2026-08-27 16:03:35,530][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v76 path=outputs/online_tta/online_tta_adapters/tta_v76
[2026-08-27 16:03:37,197][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v77 path=outputs/online_tta/online_tta_adapters/tta_v77
[2026-08-27 16:03:38,795][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v78 path=outputs/online_tta/online_tta_adapters/tta_v78
[2026-08-27 16:03:40,400][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v79 path=outputs/online_tta/online_tta_adapters/tta_v79
[2026-08-27 16:03:42,008][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v80 path=outputs/online_tta/online_tta_adapters/tta_v80
[80/4329] acc=0.7125 pred=B gold=B loss=0.03811619058251381 (1.7s/sample)
[2026-08-27 16:03:43,591][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v81 path=outputs/online_tta/online_tta_adapters/tta_v81
[2026-08-27 16:03:45,210][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v82 path=outputs/online_tta/online_tta_adapters/tta_v82
[2026-08-27 16:03:46,826][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v83 path=outputs/online_tta/online_tta_adapters/tta_v83
[2026-08-27 16:03:48,475][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v84 path=outputs/online_tta/online_tta_adapters/tta_v84
[2026-08-27 16:03:50,071][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v85 path=outputs/online_tta/online_tta_adapters/tta_v85
[2026-08-27 16:03:51,690][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v86 path=outputs/online_tta/online_tta_adapters/tta_v86
[2026-08-27 16:03:53,316][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v87 path=outputs/online_tta/online_tta_adapters/tta_v87
[2026-08-27 16:03:54,987][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v88 path=outputs/online_tta/online_tta_adapters/tta_v88
[2026-08-27 16:03:56,657][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v89 path=outputs/online_tta/online_tta_adapters/tta_v89
[2026-08-27 16:03:58,591][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v90 path=outputs/online_tta/online_tta_adapters/tta_v90
[2026-08-27 16:04:00,420][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v91 path=outputs/online_tta/online_tta_adapters/tta_v91
[2026-08-27 16:04:02,323][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v92 path=outputs/online_tta/online_tta_adapters/tta_v92
[2026-08-27 16:04:04,149][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v93 path=outputs/online_tta/online_tta_adapters/tta_v93
[2026-08-27 16:04:05,799][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v94 path=outputs/online_tta/online_tta_adapters/tta_v94
[2026-08-27 16:04:07,464][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v95 path=outputs/online_tta/online_tta_adapters/tta_v95
[2026-08-27 16:04:09,102][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v96 path=outputs/online_tta/online_tta_adapters/tta_v96
[2026-08-27 16:04:10,801][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v97 path=outputs/online_tta/online_tta_adapters/tta_v97
[2026-08-27 16:04:12,436][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v98 path=outputs/online_tta/online_tta_adapters/tta_v98
[2026-08-27 16:04:14,067][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v99 path=outputs/online_tta/online_tta_adapters/tta_v99
[2026-08-27 16:04:15,719][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v100 path=outputs/online_tta/online_tta_adapters/tta_v100
[100/4329] acc=0.7300 pred=B gold=C loss=0.039228666573762894 (1.7s/sample)
[2026-08-27 16:04:17,448][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v101 path=outputs/online_tta/online_tta_adapters/tta_v101
[2026-08-27 16:04:19,114][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v102 path=outputs/online_tta/online_tta_adapters/tta_v102
[2026-08-27 16:04:20,948][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v103 path=outputs/online_tta/online_tta_adapters/tta_v103
[2026-08-27 16:04:22,732][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v104 path=outputs/online_tta/online_tta_adapters/tta_v104
[2026-08-27 16:04:24,391][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v105 path=outputs/online_tta/online_tta_adapters/tta_v105
[2026-08-27 16:04:26,058][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v106 path=outputs/online_tta/online_tta_adapters/tta_v106
[2026-08-27 16:04:27,686][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v107 path=outputs/online_tta/online_tta_adapters/tta_v107
[2026-08-27 16:04:29,339][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v108 path=outputs/online_tta/online_tta_adapters/tta_v108
[2026-08-27 16:04:30,963][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v109 path=outputs/online_tta/online_tta_adapters/tta_v109
[2026-08-27 16:04:32,670][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v110 path=outputs/online_tta/online_tta_adapters/tta_v110
[2026-08-27 16:04:34,286][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v111 path=outputs/online_tta/online_tta_adapters/tta_v111
[2026-08-27 16:04:35,925][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v112 path=outputs/online_tta/online_tta_adapters/tta_v112
[2026-08-27 16:04:37,645][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v113 path=outputs/online_tta/online_tta_adapters/tta_v113
[2026-08-27 16:04:39,369][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v114 path=outputs/online_tta/online_tta_adapters/tta_v114
[2026-08-27 16:04:41,024][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v115 path=outputs/online_tta/online_tta_adapters/tta_v115
[2026-08-27 16:04:42,878][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v116 path=outputs/online_tta/online_tta_adapters/tta_v116
[2026-08-27 16:04:44,591][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v117 path=outputs/online_tta/online_tta_adapters/tta_v117
[2026-08-27 16:04:46,309][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v118 path=outputs/online_tta/online_tta_adapters/tta_v118
[2026-08-27 16:04:48,012][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v119 path=outputs/online_tta/online_tta_adapters/tta_v119
[2026-08-27 16:04:49,765][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v120 path=outputs/online_tta/online_tta_adapters/tta_v120
[120/4329] acc=0.7000 pred=C gold=C loss=0.021044785156846046 (1.7s/sample)
[2026-08-27 16:04:51,499][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v121 path=outputs/online_tta/online_tta_adapters/tta_v121
[2026-08-27 16:04:53,317][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v122 path=outputs/online_tta/online_tta_adapters/tta_v122
[2026-08-27 16:04:54,931][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v123 path=outputs/online_tta/online_tta_adapters/tta_v123
[2026-08-27 16:04:56,798][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v124 path=outputs/online_tta/online_tta_adapters/tta_v124
[2026-08-27 16:04:58,558][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v125 path=outputs/online_tta/online_tta_adapters/tta_v125
[2026-08-27 16:05:00,381][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v126 path=outputs/online_tta/online_tta_adapters/tta_v126
[2026-08-27 16:05:02,202][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v127 path=outputs/online_tta/online_tta_adapters/tta_v127
[2026-08-27 16:05:04,123][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v128 path=outputs/online_tta/online_tta_adapters/tta_v128
[2026-08-27 16:05:05,909][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v129 path=outputs/online_tta/online_tta_adapters/tta_v129
[2026-08-27 16:05:07,829][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v130 path=outputs/online_tta/online_tta_adapters/tta_v130
[2026-08-27 16:05:09,397][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v131 path=outputs/online_tta/online_tta_adapters/tta_v131
[2026-08-27 16:05:11,256][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v132 path=outputs/online_tta/online_tta_adapters/tta_v132
[2026-08-27 16:05:12,925][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v133 path=outputs/online_tta/online_tta_adapters/tta_v133
[2026-08-27 16:05:14,640][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v134 path=outputs/online_tta/online_tta_adapters/tta_v134
[2026-08-27 16:05:16,401][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v135 path=outputs/online_tta/online_tta_adapters/tta_v135
[2026-08-27 16:05:18,103][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v136 path=outputs/online_tta/online_tta_adapters/tta_v136
[2026-08-27 16:05:19,951][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v137 path=outputs/online_tta/online_tta_adapters/tta_v137
[2026-08-27 16:05:21,641][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v138 path=outputs/online_tta/online_tta_adapters/tta_v138
[2026-08-27 16:05:23,760][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v139 path=outputs/online_tta/online_tta_adapters/tta_v139
[2026-08-27 16:05:25,484][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v140 path=outputs/online_tta/online_tta_adapters/tta_v140
[140/4329] acc=0.7000 pred=B gold=A loss=0.020086253061890602 (1.7s/sample)
[2026-08-27 16:05:27,355][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v141 path=outputs/online_tta/online_tta_adapters/tta_v141
[2026-08-27 16:05:29,105][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v142 path=outputs/online_tta/online_tta_adapters/tta_v142
[2026-08-27 16:05:30,835][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v143 path=outputs/online_tta/online_tta_adapters/tta_v143
[2026-08-27 16:05:32,565][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v144 path=outputs/online_tta/online_tta_adapters/tta_v144
[2026-08-27 16:05:34,260][openttl.online.tta_runner][INFO] - TTA sync LoRA -> SGLang name=tta_v145 path=outputs/online_tta/online_tta_adapters/tta_v145
